document_id,published_at,country_code,target_country_codes,source_id,publisher,source_layer,broadcaster_control,company_ids,medium,title,content,url,categories,framing_codes,classification_status,verification_status,reviewer,reviewed_at
CENTCOM-4418396,2026-02-28T00:00:00+00:00,US,IR,US_CENTCOM_PUBLIC_RELEASES,U.S. Central Command,STATE_ORGAN,STATE_CONTROLLED,,OFFICIAL_RELEASE,U.S. Forces Launch Operation Epic Fury,"CENTCOM says U.S. and partner forces began striking Iranian command, air-defence, missile, drone and military-airfield targets on February 28.",https://www.centcom.mil/MEDIA/PUBLIC-RELEASES/Article/4418396/us-forces-launch-operation-epic-fury/,MILITARY_OPERATIONS_SECURITY,,AUTO_SUGGESTED,VERIFIED,,
a74c2defa43fc27b58b1edb8f2a0563df334ef533b8a8d36aef996edfb89d4f4,2026-02-28T09:54:00+03:30,DE,IL,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Iran feuert Raketenwellen auf Israel ab,"Laut Tagesschau-Liveblog haben die iranischen Streitkraefte nach eigenen Angaben mehrere Raketenwellen auf Israel abgefeuert; die Revolutionsgarden bezeichneten dies als Reaktion auf die vorausgegangenen Angriffe. Israel meldete Luftschutzalarm in mehreren Landesteilen. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,MILITARY_OPERATIONS_SECURITY,,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
fc6ed341ef5ddd65400a41e71e25c4b344a82d4964640e4f005a62c894161103,2026-02-28T08:35:00+01:00,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,"Israel greift Iran an, Trump bestaetigt US-Beteiligung","Laut Tagesschau-Liveblog hat Israel am fruehen Morgen Ziele im Iran angegriffen, wenig spaeter bestaetigte US-Praesident Trump auf Truth Social eigene, umfangreiche Angriffe der US-Streitkraefte; Ziel sei laut Trump, eine unmittelbare Bedrohung durch die iranische Fuehrung zu beseitigen. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,MILITARY_OPERATIONS_SECURITY,,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
c3b42cd853c17745505043cc2cdcf13c2220e3a4017886d1ec115ba134f291a4,2026-02-28T11:31:00+03:30,DE,IL;US,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Iran droht mit weitreichender Vergeltung,"Laut Tagesschau-Liveblog hat das iranische Militaer nach Beginn der Angriffe eine entschlossene Reaktion angekuendigt und laut staatlichem Rundfunk erklaert, Israel und den USA eine beispiellose Lektion erteilen zu wollen; der Aussenamtssprecher sprach von einem offenkundigen Verbrechen und forderte eine Dringlichkeitssitzung des UN-Sicherheitsrats. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,MILITARY_OPERATIONS_SECURITY,ESCALATION,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
72910c656b3bbfdd5d3610095293d83eafa470e0b1d752d8ea2c6421bc06fd69,2026-02-28T14:46:00+04:00,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Grosse Oelkonzerne setzen Lieferungen durch Hormus aus,"Laut Tagesschau-Liveblog haben mehrere grosse Oelkonzerne und Handelshaeuser laut Reuters ihre Oel- und Treibstofflieferungen durch die Strasse von Hormus wegen des Angriffs auf Iran ausgesetzt; ein Manager eines Handelshauses sprach von einem mehrtaegigen Stillstand der eigenen Schiffe. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,MILITARY_OPERATIONS_SECURITY,,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
28b039249334a49e1f05e7eff04433ce5bd86d61cfe00f5aebf00554019d4050,2026-02-28T14:57:00+01:00,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,"Merz, Macron und Starmer verurteilen iranische Gegenangriffe","Laut Tagesschau-Liveblog haben Deutschland, Frankreich und Grossbritannien in einer gemeinsamen Erklaerung von Bundeskanzler Merz, Praesident Macron und Premier Starmer die iranischen Gegenangriffe auf Staaten der Region scharf verurteilt und Iran zur Rueckkehr an den Verhandlungstisch aufgefordert. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,,RESPONSIBILITY_BLAME,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
7edf4287db8e10be4d3bc6ab277c9e80fc7435732eaa1179ebd79b80c90c0297,2026-02-28T15:59:00+01:00,DE,IR;IL;US,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,UN-Generalsekretaer verurteilt militaerische Eskalation,"Laut Tagesschau-Liveblog hat UN-Generalsekretaer Guterres die militaerische Eskalation im Nahen Osten verurteilt und erklaert, sowohl die Gewaltanwendung durch die USA und Israel gegen Iran als auch die anschliessenden iranischen Vergeltungsmassnahmen untergruben den internationalen Frieden. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,,RESPONSIBILITY_BLAME;ESCALATION,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
e52dfdb8b37a32f14acd19e1b97d91f3c0f04500fabb299dd3a4be6a1cd94a7d,2026-02-28T18:42:00+03:30,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Zahl der Toten in iranischer Maedchenschule steigt auf 85,"Laut Tagesschau-Liveblog stieg nach einem Angriff im Sueden Irans die von iranischen Behoerden gemeldete Zahl der Toten in einer Maedchenschule in der Provinz Hormusgan auf mindestens 85; die Angaben liessen sich unabhaengig nicht ueberpruefen, in der Provinz befinden sich auch Marinestuetzpunkte der iranischen Streitkraefte. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,MILITARY_OPERATIONS_SECURITY,,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
4b3f8cbf14fc59aa224bb7ec9d26596d0887f282b7ba5b75756bb32ac4a94b39,2026-02-28T20:32:00+03:30,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Iran schraenkt Berichterstattung auslaendischer Journalisten ein,"Laut Tagesschau-Liveblog hat der Iran laut Kultusministerium die Berichterstattung auslaendischer Journalisten und Fotografen weiter eingeschraenkt; Bilder und Informationen ueber angegriffene Ziele duerften nur noch mit Genehmigung des Generalstabs veroeffentlicht werden, ebenso Statistiken zu militaerischen oder zivilen Opfern vor offizieller Bestaetigung. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,,,UNCLASSIFIED,PARTIALLY_VERIFIED,,
29b2c8f46799c716265383915c2abce5e2cdea5e538dea8000d990990dac8d36,2026-02-28T18:39:00+01:00,DE,IR,DE_TAGESSCHAU_NEWS_RSS,ARD-aktuell,NEWS,PUBLIC_SERVICE_INDEPENDENT,,ONLINE_NEWS,Klingbeil ruft zur Rueckkehr an den Verhandlungstisch auf,"Laut Tagesschau-Liveblog hat Vizekanzler Klingbeil vor einer weiteren Verschaerfung der militaerischen Lage gewarnt und die iranischen Vergeltungsschlaege als gefaehrliche Eskalation mit unabsehbaren Folgen fuer die regionale Sicherheit bezeichnet; er appellierte an alle Seiten, an den Verhandlungstisch zurueckzukehren. Paraphrasierte Zusammenfassung, kein woertliches Zitat.",https://www.tagesschau.de/newsticker/liveblog-israel-usa-angriffe-iran-100.html,,ESCALATION,AUTO_SUGGESTED,PARTIALLY_VERIFIED,,
