event_id,event_calendar_date,effective_market_date,event_date_shift_days,event_title,event_type,affected_country_codes,event_verification_status,event_source_name,event_source_url,event_notes,company_id,company_name,market_data_ticker,benchmark_ticker,trade_currency,primary_listing_exchange,analysis_tier,role_category,is_confirmatory,sample_group,ols_estimation_window_observations,ols_status,ols_alpha,ols_beta,ols_r_squared,pre_days,post_days,pre_event_car,event_day_abnormal_return,post_event_car_0_1,post_event_car_0_5,post_event_car_0_10,full_window_car,ols_pre_event_car,ols_event_day_abnormal_return,ols_post_event_car_0_1,ols_post_event_car_0_5,ols_post_event_car_0_10,ols_full_window_car
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP001,Airbus SE,AIR.PA,^FCHI,EUR,Euronext Paris,PRIMARY_DIRECT,Defence Contractor,True,CONFIRMATORY,807,ok,0.000383206445101,1.0896334133963037,0.3894494594783263,5,10,-0.03627783653702751,0.000232810199617,0.0078791029888452,0.0312806380087495,-0.002397813117410697,-0.038675649654438204,-0.0388829625157336,0.0017970243470086,0.0121618217254704,0.0361207887562768,0.00027231830710120006,-0.0386106442086324
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP002,Apple Inc.,AAPL,^GSPC,USD,Nasdaq,SECONDARY_INDIRECT,Technology & Component Supplier,False,EXPLORATORY,791,ok,0.0001765745024867,1.1687900265173508,0.460331711890569,5,10,0.0036227294322419036,0.0016455672526403,0.0074255036811881996,-0.004342358454528503,-0.017254675490036103,-0.013631946057794199,0.0034660955689591946,0.0014017544438159,0.0085991746289383,-0.0033916907387346994,-0.014802108470442096,-0.011336012901482902
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP003,BAE Systems plc,BA.L,^FTSE,GBP,London Stock Exchange,PRIMARY_DIRECT,Defence Contractor,False,EXPLORATORY,799,ok,0.0009350778844304,0.6587198063848384,0.0776215957662972,5,10,-0.045352704169024,0.0730403898211953,0.09112754534146471,0.133255180044752,0.1545199370704447,0.1091672329014207,-0.042926335636669796,0.0680233121511151,0.0758045174415597,0.10654412474416289,0.1254568323479192,0.08253049671124937
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP004,Bayer AG,BAYN.DE,^GDAXI,EUR,Xetra,SECONDARY_INDIRECT,Biotechnology & Components,False,EXPLORATORY,803,ok,-0.0006244105428906,0.9392067655838592,0.1500893120761101,5,10,-0.03957001905122261,-0.0077655413980002,-0.0300098991275937,-0.03162447672099429,0.028254910745253114,-0.011315108305969487,-0.0363854461396968,-0.0086949917072581,-0.032405738611274,-0.032483243282529495,0.0309433160937555,-0.005442130045941289
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP005,BlackRock Inc.,BLK,^GSPC,USD,NYSE,CONTEXT_FINANCIAL,Investment & Finance,False,EXPLORATORY,791,ok,-0.0001676340379433,1.1112583607488418,0.5045726876764427,5,10,-0.0232501377711685,0.0043796619069866,-0.0008911971449920997,-0.0841795176499492,-0.08435642954241498,-0.10760656731358352,-0.021933265591268,0.004502975650082,0.0004504780546069993,-0.0818487413580575,-0.0796155548580051,-0.1015488204492731
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP006,BP p.l.c.,BP.L,^FTSE,GBP,London Stock Exchange,PRIMARY_DIRECT,Raw Materials & Energy,False,EXPLORATORY,798,ok,-0.000468887211676,1.20668977371951,0.2705926228316225,5,10,0.0006340164123613003,0.0333154409814737,0.071329925683407,0.12851535806149342,0.18058231084317702,0.1812163272555383,-0.0013225904027954,0.0362565127142662,0.0804151729125746,0.14410784589903,0.197112148632422,0.19578955822962657
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP007,Canadian Natural Resources Limited,CNQ.TO,^GSPTSE,CAD,Toronto Stock Exchange,PRIMARY_DIRECT,Raw Materials & Energy,False,EXPLORATORY,793,ok,0.0001194573116783,1.160524888809286,0.2658773123411061,5,10,0.013123375478759183,0.0093885920587399,0.027655452716641698,0.084939622155424,0.1566759600627185,0.16979933554147766,0.010049011038334799,0.0083281392453907,0.0299907953290404,0.0896220618390055,0.1622572291453648,0.1723062401836996
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP008,Caterpillar Inc.,CAT,^DJI,USD,NYSE,PRIMARY_DIRECT,Military Heavy Equipment Supplier,False,EXPLORATORY,791,ok,0.0009120939780675,1.439173211466121,0.4261911012939892,5,10,-0.0092240400911753,0.0142687758173378,-0.0175430142166405,-0.024285855491751804,-0.01451243690325733,-0.02373647699443263,-0.008118341773323002,0.0140125161813616,-0.015087764312620199,-0.01862656940093029,-0.006123222958331796,-0.014241564731654797
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP009,"Contemporary Amperex Technology Co., Limited (CATL)",300750.SZ,000300.SS,CNY,Shenzhen Stock Exchange,SECONDARY_INDIRECT,Technology & Component Supplier,False,EXPLORATORY,761,ok,0.0005040000682585,1.5150065990448114,0.4469563549899958,5,10,-0.09112610434066531,-0.0090592246902386,0.0176461479314642,0.0652705119726329,0.1893696205896892,0.0982435162490239,-0.09275095964935229,-0.0115333200035063,0.0225935455300766,0.0726100981924812,0.1879072036805276,0.0951562440311753
EVT_PRIMARY_20260228,2026-02-28,2026-03-02,2,Primary conflict event specified in the approved research design,CONFLICT_ONSET,IR | IL | US,RESEARCH_DESIGN_PRE_SPECIFIED,United Nations News,https://news.un.org/en/story/2026/03/1167065,Primary date fixed before the market-universe analysis; the event study remains descriptive and does not infer causality.,CMP010,Chevron Corporation,CVX,^GSPC,USD,NYSE,PRIMARY_DIRECT,Raw Materials & Energy,False,EXPLORATORY,791,ok,-7.623944484697927e-05,0.5569517439977848,0.1369116345682374,5,10,0.019705736666524303,0.0148082999736411,0.0198747638035141,0.026604264120384698,0.0799775773887993,0.0996833140553236,0.018180667427113502,0.0150610297892408,0.0160195715574133,0.0217854540574607,0.0692802997112216,0.0874609671383351
